Planet's Name,Planet's Detection Method,Planet's Mass,Planet's Radius,Planet's Period,Planet's Semimajor Axis,Planet's Gravity,Planet's Density,Planet's Hill Sphere,Planet's Distance,Planet's Periastron,Planet's Apastron,Planet's Flux,Planet's Equilibrium Temperature,Planet's Surface Temperature,Planet's Type,Planet's Habitability Zone Location,Planet's Temperature Type,Planet's Habitability,Planet's Earth Similarity Index,Star's Name,Star's Magnitude,Star's Distance,Star's Temperature,Star's Mass,Star's Radius,Star's Temperature Type,Star's Luminosity,Star's Snow Line
Kepler-154 d,Transit,14.1,3.84,20.549819,0.1415,0.95621745,0.24901496,0.0034424901,0.1415,0.1415,0.1415,53.887386,690.19449,,Neptunian,0,Hot,0,0.20226624,Kepler-154,14.646,915.212,5769,0.98,0.98,G,1.0789467,2.8045537
Kepler-1520 b,Transit,28.1,5.77,0.65355357,0.0129,0.8440238,0.14627796,0.00042987204,0.0129,0.0129,0.0129,1275.9116,1522.4914,,Neptunian,0,Hot,0,0.13591047,Kepler-1520,16.002,607.917,4677,0.76,0.71,K,0.21232445,1.2441243
Kepler-652 b,Transit,6.76,2.49,4.1820025,0.0503,1.090305,0.43787349,0.00096104758,0.0503,0.0503,0.0503,212.25798,972.33455,1098.0991,Superterran,0,Hot,0,0.23724053,Kepler-652,13.618,394.55,5490,0.97,0.88,G,0.5370318,1.9786262
Kepler-1541 b,Transit,1.65,1.16,8.406912,0.0781,1.2262188,1.0570852,0.00097072924,0.0781,0.0781,0.0781,75.630667,751.2322,848.39872,Terran,0,Hot,0,0.30935911,Kepler-1541,13.944,416.692,5282,0.86,0.81,K,0.46131757,1.8338498
GJ 1148 b,Radial Velocity,96.7,11.9,41.38,0.166,0.68286138,0.057383309,0.0067701903,0.1779852,0.10292,0.22908,0.53045486,211.21039,,Jovian,1,Warm,0,0.3643561,GJ 1148,11.939,11.0143,3287,0.34,0.36,M,0.013520726,0.31395237
HD 187123 b,Radial Velocity,166.218,14.2,3.0965828,0.0426,0.82433049,0.058051443,0.0022886532,0.04260226,0.04216122,0.04303878,738.25065,1327.8286,,Jovian,0,Hot,0,0.064919389,HD 187123,7.83,45.9548,5790,1.04,1.15,G,1.3396767,3.1250989
HD 216536 b,Radial Velocity,333.7215,13.8,148.60001,0.61,1.7523708,0.12698339,0.028149661,0.654042,0.3782,0.8418,183.31793,910.6561,,Jovian,0,Hot,0,0.070912468,HD 216536,9.229,376.233,4639,0.81,9.83,K,63.095734,21.446862
Kepler-482 b,Transit,6.17,2.36,56.354186,0.2537,1.1077995,0.46940656,0.0051228741,0.2537,0.2537,0.2537,4.4911656,370.84248,418.80831,Superterran,0,Hot,0,0.46706163,Kepler-482,14.049,313.068,4871,0.75,0.72,K,0.28906799,1.4516562
Kepler-87 b,Transit,324.2,13.49,114.73635,0.481,1.7815135,0.13206178,0.030866032,0.48131169,0.463684,0.498316,9.1620246,443.09003,,Jovian,0,Hot,0,0.16690006,Kepler-87,14.681,1232.9,5600,1.1,1.82,G,2.1183611,3.9297395
K2-33 b,Transit,1175.971,5.04,5.424865,0.0409,46.295155,9.1855466,0.005238956,0.0409,0.0409,0.0409,89.650638,783.85919,,Neptunian,0,Hot,0,0.16221902,K2-33,15.838,139.268,3540,0.56,1.05,M,0.14996848,1.0455956
Kepler-1537 b,Transit,1.76,1.18,1.4444538,0.0245,1.2640046,1.0711903,0.00031741483,0.0245,0.0245,0.0245,629.02489,1275.7532,1440.7628,Terran,0,Hot,0,0.29272399,Kepler-1537,14.827,517.292,5079,0.81,0.77,K,0.37757219,1.6590664
Kepler-684 b,Transit,11.2,3.36,6.770302,0.064,0.99206349,0.29525699,0.0014890452,0.064,0.064,0.064,395.03907,1135.6898,,Neptunian,0,Hot,0,0.19908981,Kepler-684,15.695,1731.27,5493,0.89,0.86,G,1.61808,3.4345019
Kepler-1295 b,Transit,3.02,1.55,3.8137197,0.0464,1.2570239,0.81098318,0.00068977842,0.0464,0.0464,0.0464,242.08286,1004.8257,1134.7927,Terran,0,Hot,0,0.28231869,Kepler-1295,16.227,1174.46,5486,0.92,0.89,G,0.52119471,1.949233
Kepler-204 c,Transit,3.86,1.79,25.660593,0.173,1.2047065,0.67302037,0.0026879099,0.173,0.173,0.173,35.802042,623.12713,703.72417,Superterran,0,Hot,0,0.30198855,Kepler-204,13.977,686.723,5812,1.03,1.24,G,1.0715193,2.7948839
Kepler-250 c,Transit,5.82,2.28,7.156804,0.069,1.1195753,0.49104178,0.00132104,0.069,0.069,0.069,73.3334,745.46141,841.88152,Superterran,0,Hot,0,0.25864901,Kepler-250,15.819,760.585,5160,0.83,0.81,K,0.34914032,1.5953786
PSR B1620-26 b,Pulsar Timing,794.575,13.3,,23,4.4919159,0.33773804,1.9280286,23,23,23,,,,Jovian,0,,0,,PSR B1620-26,,,,1.35,,PSR,,
Kepler-340 b,Transit,6.94,2.53,14.844387,0.134,1.0842225,0.42854646,0.0021636245,0.134,0.134,0.134,410.00618,1146.2974,,Neptunian,0,Hot,0,0.23248744,Kepler-340,12.329,808.762,6620,1.65,1.85,F,7.362071,7.3259469
TYC 0434-04538-1 b,Radial Velocity,1938.763,12.7,193.2,0.66,12.020355,0.94648462,0.074750506,0.662112,0.6072,0.7128,107.72248,819.69772,,Jovian,0,Hot,0,0.079975992,TYC 0434-04538-1,10.247,613.422,4679,1.04,9.99,K,46.773514,18.465614
Kepler-268 c,Transit,11.4,3.38,83.446393,0.391,0.99786422,0.2952261,0.0084509229,0.391,0.391,0.391,13.603369,489.22803,,Neptunian,0,Hot,0,0.27885234,Kepler-268,13.844,851.87,6081,1.13,1.27,F,2.0796967,3.8937114
Kepler-250 d,Transit,5.39,2.18,17.648312,0.127,1.1341638,0.52025862,0.0023700592,0.127,0.127,0.127,21.646743,549.47489,620.54554,Superterran,0,Hot,0,0.30398792,Kepler-250,15.819,760.585,5160,0.83,0.81,K,0.34914032,1.5953786
Kepler-1772 b,Transit,7.68,2.686,3.21509,0.0418,1.0645087,0.39631745,0.00084211742,0.0418,0.0418,0.0418,1696.8656,1634.9767,,Neptunian,0,Hot,0,0.22319048,Kepler-1772,13.546,871.564,5541,0.94,0.93,G,2.9648314,4.6490452
Kepler-1791 b,Transit,9.91,3.121,7.72086,0.0761,1.0173868,0.32598105,0.0016405245,0.0761,0.0761,0.0761,258.95881,1021.8976,,Neptunian,0,Hot,0,0.20956704,Kepler-1791,13.529,602.218,5887,0.99,1.18,G,1.4996848,3.3064637
Kepler-1796 b,Transit,8,2.75,29.455799,0.1879,1.0578512,0.38467318,0.0037342951,0.1879,0.1879,0.1879,37.166053,628.97925,,Neptunian,0,Hot,0,0.25310021,Kepler-1796,14.493,825.883,6036,1.02,0.95,F,1.3121999,3.0928849
Kepler-1761 b,Transit,2.51,1.391,4.04354,0.0413,1.2972374,0.93259339,0.00067712408,0.0413,0.0413,0.0413,39.63692,639.18222,721.85587,Terran,0,Hot,0,0.31782276,Kepler-1761,15.619,221.186,3871,0.57,0.53,M,0.067608298,0.70204308
Kepler-1768 b,Transit,5.62,2.233,15.1359,0.1286,1.1270907,0.50474282,0.0021287815,0.1286,0.1286,0.1286,117.08953,837.97146,946.35708,Superterran,0,Hot,0,0.25439134,Kepler-1768,13.565,632.766,6050,1.24,1.57,F,1.936422,3.7571952
Kepler-1797 b,Transit,9.58,3.058,23.3594,0.1637,1.0244495,0.33500637,0.003400122,0.1637,0.1637,0.1637,43.043011,652.49227,,Neptunian,0,Hot,0,0.23565741,Kepler-1797,15.421,1338.49,6244,1.07,1.01,F,1.1534533,2.8997714
K2-54 b,Transit,1.6,1.15,9.7843,0.0671,1.2098299,1.052026,0.0010482495,0.0671,0.0671,0.0671,21.654839,549.52626,620.60356,Terran,0,Hot,0,0.35343278,K2-54,14.542,174.955,3798,0.42,0.38,M,0.097498964,0.84307025
Kepler-1039 b,Transit,2.73,1.46,0.93488424,0.0184,1.2807281,0.87721102,0.00027825838,0.0184,0.0184,0.0184,662.77231,1292.5305,1459.7101,Terran,0,Hot,0,0.28273128,Kepler-1039,14.438,306.91,4870,0.79,0.74,K,0.22438819,1.27898
Kepler-1028 b,Transit,2.33,1.33,2.5146243,0.0354,1.3172028,0.99037803,0.00048621272,0.0354,0.0354,0.0354,453.9348,1175.8396,1327.926,Terran,0,Hot,0,0.28891416,Kepler-1028,14.611,607.916,5522,0.9,0.87,G,0.56885293,2.0364032
Kepler-1246 b,Transit,2.42,1.36,11.322715,0.0848,1.308391,0.96205221,0.0012647711,0.0848,0.0848,0.0848,26.074038,575.64109,650.09615,Terran,0,Hot,0,0.33630461,Kepler-1246,15.27,436.505,4611,0.73,0.69,K,0.18749945,1.1691326
Kepler-147 b,Transit,2.96,1.53,12.610584,0.113,1.2644709,0.82645159,0.0015535527,0.113,0.113,0.113,209.33561,968.97035,1094.2997,Terran,0,Hot,0,0.28412375,Kepler-147,14.134,1042.02,6012,1.14,1.47,F,2.6730064,4.4143195
Wolf 1061 b,Radial Velocity,1.91,1.21,4.8869,0.0375,1.3045557,1.0781452,0.00059765042,0.037921875,0.031875,0.043125,7.3430939,417.56074,471.56925,Terran,0,Hot,0,0.45821769,Wolf 1061,10.1,4.30592,3342,0.29,0.31,M,0.010209395,0.27281219
Kepler-277 b,Transit,87.3,2.92,17.324,0.1385,10.238788,3.5064342,0.0059178928,0.1385,0.1385,0.1385,192.79708,949.23736,,Neptunian,0,Hot,0,0.21917788,Kepler-277,13.544,976.643,5946,1.12,1.69,G,3.6982818,5.1923477
USco CTIO 108 b,Imaging,4449.62,12.3,,670,29.411197,2.3911542,281.56842,670,670,670,2.50E-08,3.2030396,,Jovian,0,Cold,0,0.072136625,USco CTIO 108,,144.019,2700,0.06,0.35,M,0.011220185,0.28599851
Kepler-754 b,Transit,4.7,2.01,14.559624,0.116,1.1633375,0.5787749,0.0019062239,0.116,0.116,0.116,193.67966,950.32185,1073.2392,Superterran,0,Hot,0,0.26103061,Kepler-754,15.352,1770.27,5935,1.06,1.08,G,2.6061535,4.3587681
Kepler-261 c,Transit,4.66,2,24.570858,0.156,1.165,0.5825,0.0027198457,0.156,0.156,0.156,13.891553,491.79874,555.4094,Superterran,0,Hot,0,0.34405028,Kepler-261,13.738,317.499,5098,0.88,0.79,K,0.33806484,1.5698703
Kepler-266 c,Transit,14.4,3.89,107.7236,0.457,0.95161941,0.24463224,0.011313086,0.457,0.457,0.457,4.9222946,379.43869,,Neptunian,0,Hot,0,0.37233947,Kepler-266,15.787,1370.79,5885,0.95,1.03,G,1.0280163,2.7375607
Kepler-273 b,Transit,2.86,1.5,2.936532,0.037,1.2711111,0.84740741,0.00053629,0.037,0.037,0.037,333.11681,1088.3005,1229.0645,Terran,0,Hot,0,0.28303977,Kepler-273,15.1,713.964,5626,0.94,0.81,G,0.45603692,1.8233236
Kepler-284 b,Transit,5.65,2.24,12.699149,0.104,1.1260364,0.5026948,0.001905046,0.104,0.104,0.104,42.163176,649.13203,733.09263,Superterran,0,Hot,0,0.27338216,Kepler-284,15.944,1031.95,5615,0.92,0.81,G,0.45603692,1.8233236
Kepler-270 b,Transit,4.7,2.01,11.476094,0.107,1.1633375,0.5787749,0.0017013997,0.107,0.107,0.107,179.15645,931.98264,1052.5279,Superterran,0,Hot,0,0.26158519,Kepler-270,13.9,948.781,6067,1.17,1.46,F,2.0511622,3.8669073
K2-259 b,Transit,5.99,2.32,15.48043,0.1271,1.1128864,0.47969243,0.0022102333,0.1271,0.1271,0.1271,90.930358,786.64164,888.38813,Superterran,0,Hot,0,0.25332733,K2-259,12.511,416.457,6059,1.14,1.13,F,1.4689263,3.2723803
K2-183 d,Transit,5.9,2.3,22.620344,0.1527,1.1153119,0.48491822,0.0028175113,0.1527,0.1527,0.1527,31.212024,602.11603,679.99544,Superterran,0,Hot,0,0.28067185,K2-183,12.867,329.041,5482,0.94,0.87,G,0.7277798,2.3033703
K2-32 b,Transit,15,5.299,8.992,0.0795,0.53419943,0.10081137,0.0020242392,0.079535775,0.077115,0.081885,80.068421,761.88901,,Neptunian,0,Hot,0,0.15825801,K2-32,12.304,157.682,5271,0.83,0.86,G,0.50582466,1.9202765
Kepler-217 d,Transit,2.3,1.32,3.8868952,0.0505,1.3200184,1.0000139,0.00060036088,0.0505,0.0505,0.0505,2225.4469,1749.6614,1975.9677,Terran,0,Hot,0,0.28682781,Kepler-217,13.155,1104.64,6341,1.37,1.76,F,5.6754461,6.4322626
Kepler-364 c,Transit,5.27,2.15,59.980627,0.312,1.1400757,0.53026778,0.0051250062,0.312,0.312,0.312,23.051055,558.17761,630.3739,Superterran,0,Hot,0,0.30218733,Kepler-364,13.754,891.462,6108,1.19,1.28,F,2.2438819,4.04449
Kepler-135 c,Transit,1.65,1.16,11.448708,0.103,1.2262188,1.0570852,0.0011301787,0.103,0.103,0.103,264.43903,1027.2617,1160.1307,Terran,0,Hot,0,0.29626911,Kepler-135,12.794,621.855,6090,1.25,1.27,F,2.8054336,4.5223458
Kepler-1459 b,Transit,2.42,1.36,62.869161,0.2829,1.308391,0.96205221,0.0041272279,0.2829,0.2829,0.2829,3.747435,354.43225,400.27554,Terran,0,Hot,0,0.57680628,Kepler-1459,14.893,455.479,4828,0.78,0.74,K,0.29991625,1.4786445
Kepler-1365 b,Transit,0.721,0.92,7.6999348,0.075,0.8518431,0.92591641,0.00067270543,0.075,0.075,0.075,473.01779,1188.0072,1341.6675,Terran,0,Hot,0,0.29526055,Kepler-1365,13.417,840.128,5770,1,1.05,G,2.6607251,4.4041669
Kepler-1193 b,Transit,2.3,1.32,2.8326521,0.0403,1.3200184,1.0000139,0.00051863082,0.0403,0.0403,0.0403,1381.6241,1553.092,1753.9734,Terran,0,Hot,0,0.28721182,Kepler-1193,13.577,802.116,5908,1.08,1.21,G,2.2438819,4.04449
Kepler-1415 b,Transit,2.21,1.29,0.63642408,0.0144,1.3280452,1.0294924,0.00019505114,0.0144,0.0144,0.0144,2433.7447,1789.2394,2020.6648,Terran,0,Hot,0,0.28782206,Kepler-1415,15.937,1043.56,5267,0.89,0.84,K,0.5046613,1.918067
Kepler-1433 b,Transit,3.05,1.56,4.1359227,0.0516,1.2532873,0.8033893,0.00071652819,0.0516,0.0516,0.0516,663.28564,1292.7807,1459.9927,Terran,0,Hot,0,0.27825244,Kepler-1433,15.051,1328,6097,1.14,1.19,F,1.7660378,3.5880936
Kepler-24 e,Transit,8.15,2.78,18.998355,0.138,1.054552,0.37933527,0.0027966719,0.138,0.138,0.138,72.818517,744.14945,,Neptunian,0,Hot,0,0.2357051,Kepler-24,15.04,1156.81,5897,0.98,1.29,G,1.3867558,3.1795361
PSR J1719-1438 b,Pulsar Timing,382.8,13.654421,0.09070629,0.0044,2.0531721,0.15036684,0.00026852233,0.00440792,0.004136,0.004664,,,,Jovian,0,,0,,PSR J1719-1438,,1200,4500,1.4,,PSR,,
Kepler-1232 b,Transit,4.38,1.93,26.783918,0.1673,1.1758705,0.60925932,0.0028152045,0.1673,0.1673,0.1673,15.631769,506.526,572.04152,Superterran,0,Hot,0,0.33867423,Kepler-1232,14.97,632.865,5471,0.92,0.89,G,0.43752211,1.7859273
Kepler-310 c,Transit,11.4,3.38,56.47542,0.281,0.99786422,0.2952261,0.0065279886,0.281,0.281,0.281,7.3044473,418.79024,,Neptunian,0,Hot,0,0.33985135,Kepler-310,14.376,602.268,5797,0.91,0.88,G,0.57676646,2.0505188
Kepler-350 c,Transit,6.1,3.1,17.849,0.1385,0.63475546,0.20475983,0.0025313079,0.1385,0.1385,0.1385,139.66914,875.73927,,Neptunian,0,Hot,0,0.21447138,Kepler-350,13.965,956.859,6492.3,1,1.25,F,2.6791683,4.4194046
Kepler-33 c,Transit,0.39,3.2,13.17562,0.1189,0.038085937,0.011901855,0.00079822514,0.1189,0.1189,0.1189,254.46982,1017.4399,1149.0385,Subterran,0,Hot,0,0.20665889,Kepler-33,14.099,1209.16,5904,1.29,1.82,G,3.5974934,5.121106
Kepler-398 b,Transit,0.749,0.93,4.081423,0.044,0.86599607,0.93117857,0.00046141752,0.044,0.044,0.044,79.816862,761.41841,859.90244,Terran,0,Hot,0,0.3099155,Kepler-398,13.499,177.355,4493,0.65,0.61,K,0.15452544,1.0613626
Kepler-439 b,Transit,5.65,2.24,178.1396,0.563,1.1260364,0.5026948,0.010152834,0.56325335,0.54611,0.57989,1.8330687,296.36102,334.6932,Superterran,0,Hot,0,0.65872447,Kepler-439,14.654,757.048,5431,0.88,0.87,G,0.58076442,2.0576133
Kepler-370 b,Transit,3.15,1.59,4.57953,0.054,1.245995,0.78364466,0.00079715083,0.054,0.054,0.054,347.70624,1100.0257,1242.3062,Terran,0,Hot,0,0.27873224,Kepler-370,15.467,1167.94,5852,0.98,0.9,G,1.0139114,2.7187155
Kepler-1464 c,Transit,0.972,1,5.3278629,0.0548,0.972,0.972,0.00053941271,0.0548,0.0548,0.0548,896.27005,1393.8288,1574.1106,Terran,0,Hot,0,0.29446936,Kepler-1464,14.358,1151.73,5828,1.02,1.01,G,2.6915348,4.4295924
Kepler-1152 b,Transit,0.59,0.87,1.6468019,0.0223,0.77949531,0.89597162,0.0002283424,0.0223,0.0223,0.0223,160.8386,907.18796,1024.5262,Terran,0,Hot,0,0.29990374,Kepler-1152,15.31,215.233,3964,0.55,0.53,K,0.079983426,0.76359621
Kepler-1376 b,Transit,1.16,1.05,5.3088066,0.0598,1.0521542,1.0020516,0.00063274745,0.0598,0.0598,0.0598,237.46392,999.99797,1129.3406,Terran,0,Hot,0,0.29861167,Kepler-1376,14.792,868.056,5659,0.98,0.97,G,0.84918048,2.4880767
Kepler-1033 b,Transit,6.85,2.51,7.5605281,0.0761,1.0872843,0.43318101,0.0014757886,0.0761,0.0761,0.0761,129.19053,858.83035,,Neptunian,0,Hot,0,0.24020289,Kepler-1033,16.186,1455.5,5547,0.94,0.92,G,0.7481695,2.3354134
Kepler-1093 b,Transit,4.46,1.95,25.082463,0.1685,1.1729126,0.60149362,0.0026636099,0.1685,0.1685,0.1685,101.57812,808.72293,913.32547,Superterran,0,Hot,0,0.27024276,Kepler-1093,13.781,1072.88,6166,1.13,1.2,F,2.8840315,4.5852579
Kepler-1304 b,Transit,5.86,2.29,16.128885,0.1202,1.1174463,0.4879678,0.0022883157,0.1202,0.1202,0.1202,301.43319,1061.445,1198.7353,Superterran,0,Hot,0,0.24483184,Kepler-1304,15.408,2176.08,5259,0.85,0.81,K,4.3551187,5.6346087
BD-08 2823 c,Radial Velocity,104,12.5,237.6,0.68,0.6656,0.053248,0.028644839,0.692274,0.5508,0.8092,0.52115413,214.9591,,Jovian,1,Warm,0,0.35783763,BD-08 2823,9.86,41.3342,4746,0.74,0.72,K,0.23659197,1.3132995
Kepler-1598 b,Transit,0.809,0.95,4.3419512,0.0527,0.89639889,0.94357778,0.00048023165,0.0527,0.0527,0.0527,329.13856,1085.0366,1225.3784,Terran,0,Hot,0,0.2969431,Kepler-1598,13.929,619.862,5940,1.07,1.09,G,0.91411324,2.5814503
Kepler-736 b,Transit,8.91,2.93,3.601472,0.0428,1.0378688,0.35422144,0.0009333018,0.0428,0.0428,0.0428,243.84422,1006.6484,,Neptunian,0,Hot,0,0.21740712,Kepler-736,15.809,1005.43,5217,0.86,0.81,K,0.44668359,1.8045286
Kepler-708 b,Transit,8.91,2.93,3.1678919,0.0426,1.0378688,0.35422144,0.0008924081,0.0426,0.0426,0.0426,600.04083,1260.7963,,Neptunian,0,Hot,0,0.21433806,Kepler-708,15.61,1394.22,5692,0.97,0.96,G,1.0889301,2.817499
Kepler-697 b,Transit,16,4.13,3.7098707,0.0471,0.93803681,0.22712756,0.0012206286,0.0471,0.0471,0.0471,425.55744,1157.0157,,Neptunian,0,Hot,0,0.17449681,Kepler-697,15.888,1277.33,5513,0.92,0.88,G,0.94406088,2.6233955
Kepler-727 b,Transit,6.94,2.53,5.1544844,0.0546,1.0842225,0.42854646,0.0010830148,0.0546,0.0546,0.0546,161.66452,908.35035,,Neptunian,0,Hot,0,0.23730076,Kepler-727,15.453,831.842,5441,0.89,0.86,G,0.4819478,1.8744064
Kepler-587 b,Transit,5.6,2.23,10.940278,0.0952,1.1261035,0.50497914,0.0017386904,0.0952,0.0952,0.0952,63.786108,719.91502,813.03089,Superterran,0,Hot,0,0.26371753,Kepler-587,15.011,787.894,5549,0.92,0.89,G,0.57809605,2.0528809
Kepler-622 b,Transit,5.18,2.13,14.282267,0.0978,1.1417488,0.53603229,0.0019641472,0.0978,0.0978,0.0978,14.365551,495.94131,560.08778,Superterran,0,Hot,0,0.33405838,Kepler-622,15.052,284.761,4201,0.64,0.61,K,0.1374042,1.0008379
Kepler-325 d,Transit,8.2,2.79,38.715185,0.22,1.0534294,0.37757327,0.0045626442,0.22,0.22,0.22,11.485625,468.96277,,Neptunian,0,Hot,0,0.31869479,Kepler-325,15.175,823.242,5752,0.92,1,G,0.55590426,2.0130927
Kepler-1884 b,Transit,3.95,1.814,8.9883204,0.0845,1.2003904,0.66173674,0.0013405898,0.0845,0.0845,0.0845,265.02484,1027.8302,1160.7726,Superterran,0,Hot,0,0.26900881,Kepler-1884,15.433,1443.09,5984,0.99,0.91,G,1.8923436,3.714187
Kepler-177 c,Transit,14.7,8.73,49.40926,0.2655,0.19288073,0.022094013,0.0066889756,0.2655,0.2655,0.2655,24.653067,567.63275,,Neptunian,0,Hot,0,0.13938902,Kepler-177,15.171,1435.44,5732,0.92,1.32,G,1.7378008,3.5592932
Kepler-203 c,Transit,749.9,2.47,5.370647,0.061,122.91629,49.763681,0.0055434849,0.061,0.061,0.061,333.6878,1088.7666,1229.5908,Superterran,0,Hot,0,0.2359491,Kepler-203,14.14,703.302,5821,1,1.11,G,1.2416523,3.0085952
Kepler-1090 b,Transit,5.69,2.25,198.68018,0.6364,1.1239506,0.49953361,0.011950517,0.6364,0.6364,0.6364,1.7641669,293.58551,331.55871,Superterran,0,Hot,0,0.66507003,Kepler-1090,15.31,858.77,5321,0.86,0.82,G,0.71449633,2.2822529
Kepler-1090 c,Transit,10.9,3.293,42.4272,0.2274,1.0051781,0.30524693,0.0052829698,0.2274,0.2274,0.2274,13.817169,491.13907,,Neptunian,0,Hot,0,0.28112869,Kepler-1090,15.31,858.77,5330,0.87,1.01,G,0.71449633,2.2822529
Kepler-169 b,Transit,1.51,1.13,3.250619,0.04,1.1825515,1.0465057,0.00048649434,0.04,0.04,0.04,199.47112,957.34773,1081.1738,Terran,0,Hot,0,0.29861868,Kepler-169,14.424,406.529,4997,0.84,0.76,K,0.31915379,1.5253298
Kepler-174 b,Transit,4.5,1.96,13.98179,0.1,1.1713869,0.59764639,0.0019579684,0.1,0.1,0.1,26.915348,580.22937,655.2779,Superterran,0,Hot,0,0.30464796,Kepler-174,14.53,384.757,4880,0.6,0.62,K,0.26915348,1.4007601
Kepler-251 d,Transit,8.1,2.77,30.133001,0.182,1.0556634,0.38110593,0.0037191507,0.182,0.182,0.182,20.31689,540.83404,,Neptunian,0,Hot,0,0.27834064,Kepler-251,15.541,924.625,5526,0.95,0.89,G,0.67297666,2.2149492
GJ 422 b,Radial Velocity,11.07,3.33,20.129,0.111,0.99829559,0.29978847,0.0031250581,0.11167155,0.09879,0.12321,0.89742373,247.37666,,Neptunian,1,Warm,0,0.61758603,GJ 422,11.66,12.6631,3323,0.35,0.37,M,0.010990058,0.28305039
Kepler-781 b,Transit,8.7,2.89,13.214073,0.1019,1.0416542,0.36043398,0.0022489036,0.1019,0.1019,0.1019,39.778796,639.75342,,Neptunian,0,Hot,0,0.24489197,Kepler-781,16.207,1064.47,5162,0.81,0.78,K,0.4130475,1.7352568
Kepler-643 b,Transit,321.0083,10.16,16.338896,0.126,3.1097741,0.30608013,0.0054366966,0.1346247,0.07938,0.17262,203.81134,936.6006,,Jovian,0,Hot,0,0.090533414,Kepler-643,13.988,1063.58,4908,1,2.52,K,3.0060763,4.6812708
Kepler-636 b,Transit,18.1,4.45,16.080661,0.1185,0.91402601,0.2053991,0.0032854143,0.1185,0.1185,0.1185,30.099778,596.6787,,Neptunian,0,Hot,0,0.20117549,Kepler-636,13.906,310.301,5203,0.85,0.8,K,0.42266861,1.7553502
Kepler-903 c,Transit,6.94,2.53,62.922856,0.302,1.0842225,0.42854646,0.0058010061,0.302,0.302,0.302,25.408915,571.93443,,Neptunian,0,Hot,0,0.27815136,Kepler-903,14.856,1369.24,5682,0.98,0.97,G,2.3173946,4.1102077
Kepler-256 c,Transit,5.27,2.15,3.38802,0.045,1.1400757,0.53026778,0.00079130527,0.045,0.045,0.045,431.09697,1160.7627,1310.8991,Superterran,0,Hot,0,0.25031768,Kepler-256,15.178,1026.43,5551,0.97,1.3,G,0.87297137,2.5226893
Kepler-1599 b,Transit,3.26,1.62,122.36355,0.4823,1.2421887,0.76678314,0.0071773366,0.4823,0.4823,0.4823,7.4879938,421.39665,475.9013,Superterran,0,Hot,0,0.43419737,Kepler-1599,14.97,1328.2,5767,0.99,0.99,G,1.7418069,3.5633933
Kepler-199 b,Transit,9.85,3.11,23.637604,0.158,1.0183931,0.32745759,0.0034342402,0.158,0.158,0.158,32.039507,606.06774,,Neptunian,0,Hot,0,0.24298013,Kepler-199,13.796,521.054,5644,0.96,0.97,G,0.79983426,2.4147032
Kepler-170 c,Transit,8.55,2.86,16.665863,0.131,1.0452834,0.3654837,0.0026035729,0.131,0.131,0.131,51.340183,681.88959,,Neptunian,0,Hot,0,0.23933216,Kepler-170,14.344,738.657,5679,1.09,1.03,G,0.88104887,2.5343335
Kepler-1565 b,Transit,1.81,1.19,1.5381884,0.0241,1.2781583,1.0740826,0.00032192691,0.0241,0.0241,0.0241,469.85723,1186.0177,1339.4207,Terran,0,Hot,0,0.29322924,Kepler-1565,15.381,629.93,4940,0.76,0.73,K,0.27289778,1.4104697
Kepler-553 b,Transit,19.4,4.63,4.030468,0.0484,0.9049816,0.19546039,0.001337525,0.0484,0.0484,0.0484,234.05034,996.38465,,Neptunian,0,Hot,0,0.16370745,Kepler-553,15.034,728.525,5266,0.92,0.85,K,0.54827696,1.9992346
Kepler-1147 b,Transit,7.32,2.61,10.62785,0.0961,1.0745585,0.41170824,0.0018135805,0.0961,0.0961,0.0961,186.01725,940.77987,,Neptunian,0,Hot,0,0.23265813,Kepler-1147,15.613,1657.36,5941,1.09,1.14,G,1.7179084,3.5388631
HD 82943 c,Radial Velocity,622.603,13.4,220.078,0.74345,3.4673814,0.2587598,0.039220808,0.79332646,0.47112426,1.0157757,3.0393561,327.48667,,Jovian,0,Hot,0,0.29416446,HD 82943,6.54993,27.5902,5935,1.08,1.18,G,1.5631476,3.3756994
HU Aqr AB b,Eclipse Timing Variations,1875.197,12.8,2390,3.6,11.445294,0.89416361,0.46338556,3.6,3.6,3.6,,,,Jovian,0,,0,,HU Aqr,16.183,192.19808,5952,0.88,,G,,
Kepler-1026 b,Transit,5.52,2.21,36.515605,0.1977,1.130198,0.51140181,0.0037806161,0.1977,0.1977,0.1977,6.1799742,401.64871,453.5991,Superterran,0,Hot,0,0.42442399,Kepler-1026,14.463,351.239,4948,0.79,0.75,K,0.24154608,1.3269781
Kepler-837 b,Transit,7.08,2.56,16.560595,0.1144,1.0803223,0.42200089,0.0023196158,0.1144,0.1144,0.1144,40.940011,644.37205,,Neptunian,0,Hot,0,0.258744,Kepler-837,15.576,901.907,5403,0.85,0.81,G,0.53579666,1.9763496
HD 75784 b,Radial Velocity,317.83,13.8,341.2,1.032,1.6689246,0.12093656,0.058897132,1.036855,0.931896,1.132104,5.3788993,387.26106,,Jovian,0,Hot,0,0.21922245,HD 75784,7.84,85.4321,4867,1.26,3.4,G,5.7016427,6.4470905
